instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
221,0.0,0.03512,0.034094,0.017519,0.015885,0.01591,0.016115,0.015874
222,0.0,0.035302,0.034043,0.017725,0.016082,0.016102,0.016164,0.016055
223,0.0,0.034917,0.03488,0.017903,0.016147,0.01608,0.016471,0.016084
224,0.0,0.036736,0.034036,0.018078,0.016087,0.016016,0.016811,0.016171
225,0.0,0.034658,0.034806,0.017799,0.016119,0.016013,0.016408,0.016329
226,0.0,0.035013,0.034821,0.017952,0.016152,0.016283,0.016511,0.016327
227,0.0,0.035524,0.034381,0.017749,0.01616,0.016066,0.016349,0.016248
228,0.0,0.036568,0.035466,0.018411,0.016584,0.016591,0.017091,0.016464
229,0.0,0.035557,0.035014,0.018018,0.016314,0.016302,0.016543,0.016245
230,0.0,0.035249,0.03455,0.018092,0.016379,0.017394,0.016682,0.016221
231,0.0,0.035809,0.034937,0.017851,0.016586,0.016275,0.016532,0.016322
232,0.0,0.035752,0.034521,0.010591,0.016112,0.01608,0.01641,0.01617
233,0.0,0.034655,0.034097,0.018,0.016085,0.016259,0.016368,0.016236
234,0.0,0.034855,0.035052,0.010374,0.016035,0.016003,0.016202,0.016215
235,0.0,0.034512,0.034882,0.008224,0.016175,0.016101,0.01627,0.016125
236,0.0,0.035668,0.034532,0.017966,0.016469,0.016228,0.016422,0.016223
237,0.0,0.033931,0.033573,0.017256,0.015733,0.015726,0.015954,0.015939
238,0.0,0.034567,0.033216,0.017268,0.015768,0.015704,0.016018,0.015914
239,0.0,0.035239,0.034322,0.017874,0.016299,0.01635,0.016522,0.016495
240,0.0,0.034214,0.034338,0.017622,0.016175,0.016142,0.016505,0.016303
241,0.0,0.034371,0.033602,0.017662,0.015962,0.01598,0.016379,0.016165
242,0.0,0.034187,0.033809,0.017571,0.016085,0.016051,0.0163,0.016252
243,0.0,0.036223,0.035482,0.018548,0.016705,0.016853,0.017082,0.016733
244,0.0,0.033833,0.03287,0.017494,0.016211,0.015744,0.016109,0.016048
245,0.0,0.035554,0.033777,0.017653,0.016112,0.016065,0.016596,0.016276
246,0.0,0.034425,0.034299,0.010499,0.016133,0.016278,0.016431,0.016388
247,0.0,0.034692,0.03451,0.008266,0.015987,0.016135,0.016307,0.016153
248,0.0,0.035059,0.034437,0.018102,0.016248,0.016312,0.016505,0.017116
249,0.0,0.035134,0.03526,0.018124,0.016271,0.016377,0.016673,0.016471
250,0.0,0.034911,0.033831,0.0104,0.01623,0.016088,0.016452,0.016305
251,0.0,0.035198,0.034586,0.010615,0.016363,0.01644,0.016657,0.017157
252,0.0,0.034692,0.034032,0.018876,0.01609,0.016297,0.016482,0.016303
253,0.0,0.034719,0.03458,0.010534,0.016265,0.016311,0.016529,0.016458
254,0.0,0.035162,0.034607,0.010606,0.016383,0.016268,0.016594,0.016551
255,0.0,0.03559,0.0347,0.008514,0.016401,0.016432,0.016681,0.016754
256,0.0,0.033914,0.033527,0.017587,0.016024,0.015785,0.016226,0.016056
257,0.0,0.03511,0.034097,0.017854,0.016287,0.016314,0.016512,0.016456
258,0.0,0.034699,0.034519,0.01784,0.016519,0.016168,0.01658,0.01649
259,0.0,0.034071,0.033834,0.017547,0.016302,0.016302,0.016624,0.016359
260,0.0,0.034469,0.033802,0.017868,0.016137,0.016158,0.016337,0.016161
261,0.0,0.034425,0.033634,0.018033,0.016507,0.016409,0.016558,0.016436
262,0.0,0.033981,0.033688,0.017698,0.016407,0.016137,0.016481,0.016371
263,0.0,0.034837,0.034914,0.017831,0.016704,0.016352,0.016732,0.016564
264,0.0,0.035415,0.034631,0.018287,0.016616,0.016382,0.016912,0.016566
265,0.0,0.034696,0.034098,0.017945,0.01656,0.017072,0.016798,0.016529
266,0.0,0.035133,0.034613,0.010338,0.016475,0.01621,0.016556,0.016553
267,0.0,0.034036,0.03423,0.018371,0.016899,0.016442,0.016806,0.01663
268,0.0,0.035786,0.035606,0.018377,0.016939,0.016699,0.017273,0.01687
269,0.0,0.034582,0.034613,0.017871,0.016998,0.016527,0.016614,0.016586
270,0.0,0.035017,0.034189,0.010715,0.016672,0.016376,0.016697,0.016484
271,0.0,0.036275,0.034794,0.018904,0.016934,0.01654,0.016885,0.016962
272,0.0,0.033736,0.034053,0.010481,0.016386,0.016105,0.01657,0.016219
273,0.0,0.03563,0.03437,0.017742,0.01653,0.016519,0.01702,0.016396
274,0.0,0.034516,0.034099,0.010404,0.016461,0.016148,0.016649,0.016365
