instance_number,clingo,clingo api,clingo api heu,dlv2,incr heu,no remodel,no switch,std incr
123,1.314,0.989105,0.885684,0.570765,0.324278,0.509683,0.326214,1.04121
124,1.319,0.840678,0.888362,0.290094,0.423531,0.434218,0.32227,1.1832
125,1.196,0.795294,0.902312,0.605487,0.373226,0.349769,0.328087,0.997631
126,1.544,0.905478,0.891119,0.406746,0.331914,0.576608,0.332814,0.763203
127,1.232,0.817486,0.905555,0.115836,0.329245,0.490003,0.338452,2.077
128,1.169,0.832301,0.896565,0.338269,0.387504,0.399949,0.328692,0.786675
129,1.138,0.760118,0.908588,0.283847,0.361029,0.325361,0.330587,0.839826
130,1.168,0.774601,0.895475,0.327835,0.330155,0.455877,0.333085,2.76998
131,1.219,0.834583,0.902295,0.212319,0.331971,0.349908,0.333817,1.20409
132,1.251,0.756856,0.894046,1.240337,0.685356,0.552215,0.338754,1.36972
133,1.226,0.818,0.88818,0.4180359999999999,0.475533,0.345524,0.344194,2.32536
134,1.167,0.974888,0.895785,3.288688,0.335563,1.46533,0.345435,3.4593
135,1.388,0.995547,0.893812,0.883452,0.34285,0.359201,0.340779,1.0234
136,1.153,1.932933,0.890308,1.057148,0.338064,2.03226,0.350772,9.41894
137,2.013,0.812806,0.889404,1.12593,0.339537,0.860424,0.342724,1.19957
138,1.203,0.81703,0.893883,0.625356,0.347988,1.10507,0.34988,1.4619
139,1.216,1.005008,0.898852,0.333653,0.34911,0.488608,0.353945,1.01761
140,2.264,0.958649,0.8815,1.762615,0.354377,0.992986,0.358824,1.85255
141,2.244,0.943388,0.88166,3.771502,0.469148,2.43332,0.356628,7.81509
142,1.166,0.774289,0.895052,0.196826,0.373243,0.399901,0.36018,1.01033
143,1.622,1.483831,0.885514,1.119375,0.347836,0.669023,0.359597,4.56067
144,1.359,0.752785,0.895092,0.434127,0.354137,0.669654,0.357835,1.03779
145,1.379,0.854346,0.8928,0.255376,0.354017,0.562543,0.363904,1.61584
146,1.222,0.796567,0.903594,0.18899,0.364594,0.4127,0.35932,0.599499
147,1.212,0.939377,0.885682,0.260205,0.361232,0.486063,0.368054,0.942831
148,1.129,0.776693,0.887076,0.356058,0.360285,0.356364,0.363829,0.898025
149,1.248,0.854437,0.901184,0.147384,0.36843,0.411576,0.364692,1.97401
150,1.182,0.784069,0.901532,0.187466,0.372275,0.365874,0.377915,1.05471
151,1.212,0.866661,0.913174,0.296392,0.369113,0.624483,0.375811,2.53262
152,1.284,0.906457,0.8905,0.272918,0.36183,0.43036,0.375693,1.41957
153,1.497,1.117484,0.891025,0.3236489999999999,0.364422,1.17926,0.373726,1.70531
154,1.373,2.579698,0.883792,0.708152,0.374643,1.10083,0.376146,0.949657
155,1.379,1.335862,0.886987,0.236399,0.986749,0.670261,0.369883,3.48799
156,1.298,0.885142,0.893795,1.601392,0.378798,0.653419,0.381431,1.0348
157,1.128,0.759515,0.893749,0.551531,0.381247,0.612566,0.38202,1.04295
158,1.188,0.839076,0.887527,0.27149,0.368168,0.411365,0.372362,0.700383
159,1.157,0.829122,0.903373,0.158876,0.370142,0.596849,0.374903,2.18269
160,1.577,1.497461,0.886387,0.72956,0.380411,0.892414,0.377296,1.52451
161,1.169,0.752512,0.892962,0.330584,0.381516,1.04375,0.385457,1.41882
162,1.345,0.85652,0.886527,0.236368,0.505648,0.390393,0.384745,0.740307
163,1.245,1.306844,0.887022,0.594912,0.384325,0.85713,0.391471,1.51939
164,1.228,0.827341,0.89992,0.153408,0.377726,0.387361,0.384388,0.641927
165,1.222,0.744848,0.886686,0.167144,0.385653,0.476587,0.398524,0.939493
166,1.147,0.994502,0.899237,0.298028,0.437118,0.820389,0.389428,1.19704
167,1.196,0.795244,0.882251,0.598876,0.38121,0.421825,0.385362,0.920555
168,1.381,0.953723,0.896571,0.220272,1.3524,1.4786,0.388391,1.0054
169,1.263,0.767862,0.90086,0.34121,0.383831,0.592826,0.38815,1.03252
170,1.492,0.832568,0.89834,0.217155,0.393203,0.773441,0.391649,0.835668
171,1.56,1.216146,0.892083,0.309403,0.497467,0.403169,0.399763,1.09078
172,1.293,0.917772,0.891306,1.02394,0.39663,0.52233,0.390928,1.55605
173,1.846,1.476999,0.917237,3.283898,2.64901,2.09099,0.403327,10.0488
174,1.461,0.814221,0.891007,1.028465,1.05723,0.733472,0.407286,0.917117
175,1.423,1.802641,0.89551,0.627742,0.533685,0.675773,0.394852,1.89508
176,1.215,0.923088,0.88966,0.262789,0.586654,0.550203,0.397569,0.736628
177,1.448,1.069114,0.891444,7.020364000000001,0.391971,1.98043,0.406123,4.10285
178,2.044,0.850641,0.888768,0.590426,0.392852,0.544006,0.398145,0.698121
179,1.144,0.783463,0.889435,0.220969,0.394997,0.500682,0.410843,1.03068
180,1.713,1.518013,0.892873,0.129435,0.396449,0.648572,0.404126,2.55587
181,1.378,1.88521,0.887263,0.737466,0.401572,2.30438,0.406942,3.72123
182,1.219,0.7762,0.885656,1.338274,0.399483,0.549079,0.403342,0.752002
183,1.323,1.05898,0.891996,0.288694,0.407415,0.754356,0.403416,1.0376
184,1.192,0.813049,0.895353,0.278883,0.421639,0.42701,0.409362,0.808822
185,1.687,1.70264,0.895428,0.944598,0.400673,1.93095,0.407335,1.72789
186,1.556,1.754162,0.886948,0.54547,0.4004,0.589207,0.417934,3.24274
187,1.206,0.797261,0.894338,0.300014,0.40379,0.496631,0.419477,0.987871
188,1.643,1.093117,0.881263,2.510496,0.564243,0.532586,0.409108,1.3077
189,1.135,0.892071,0.886777,0.828511,0.406093,0.679604,0.416818,0.754847
190,1.178,0.786589,0.889979,0.646043,0.407005,0.501248,0.413749,0.925313
191,1.166,0.783878,0.900767,0.175715,0.453656,0.4565,0.428527,0.792188
192,1.393,0.841038,0.885673,0.211804,0.40813,0.591119,0.424866,1.51532
193,1.166,0.848477,0.884626,0.373177,0.42227,0.972091,0.430621,2.18726
194,1.274,1.062288,0.896861,0.262432,0.418007,0.480646,0.418755,1.11399
195,1.151,0.81884,0.896029,0.268336,0.414498,0.47962,0.435076,2.006
196,1.351,0.93731,0.898951,0.30457,0.419901,0.496432,0.419225,0.976093
197,1.52,1.613756,0.893015,0.144934,0.424236,0.731839,0.432041,1.42097
198,1.237,0.755617,0.893735,0.240035,0.428593,0.462095,0.438131,1.06691
199,1.214,0.946389,0.892885,1.136348,0.419485,0.788565,0.434374,2.94601
200,1.278,0.839295,0.891608,0.779542,0.432441,0.679186,0.451304,0.963944
201,1.167,0.751495,0.893974,0.162983,0.433455,0.425734,0.43419,0.842437
202,1.219,0.878798,0.887829,1.037939,0.597752,0.62644,0.430278,1.99598
203,1.488,1.192226,0.890257,0.697391,0.813916,0.453356,0.4355,5.4316
204,1.339,0.926736,0.893898,0.14908,0.431622,0.921548,0.441408,2.22777
205,1.234,0.845388,0.890788,0.530196,0.443706,0.471117,0.437276,1.87495
206,1.225,0.836256,0.891271,0.982935,0.433336,0.457629,0.44381,1.0413
207,1.403,1.549327,0.887609,2.6152930000000003,0.427888,0.896284,0.438737,2.47483
208,1.142,0.785777,0.899223,0.337024,0.542919,0.454249,0.437818,0.998106
209,1.162,0.770004,0.893311,0.470666,0.438675,0.595737,0.472962,0.98641
210,2.271,0.826546,0.889178,0.197233,0.441089,1.03603,0.447898,5.93435
211,1.17,0.775948,0.882124,0.268297,0.438187,0.522893,0.445386,0.649905
212,1.202,0.817851,0.89401,0.45835,0.442368,0.478756,0.465789,0.971449
213,1.738,1.428874,0.887288,0.382096,0.447682,0.454142,0.451855,1.46369
214,1.162,0.773127,0.892074,0.221027,0.445942,0.451537,0.439399,2.49415
215,1.429,0.980457,0.893223,0.173606,0.449315,0.447201,0.446382,1.31111
216,2.72,1.32167,0.890071,1.690018,0.445688,2.16355,0.453754,4.62639
217,1.203,0.837021,0.890837,0.22397,0.453606,0.795682,0.463256,2.38856
218,1.228,0.813292,0.905427,0.922483,0.449344,0.494489,0.453063,1.62864
219,1.242,0.781954,0.892522,0.208702,0.590609,0.721385,0.44939,1.2778
220,1.168,0.782053,0.882098,1.493729,0.688733,0.616556,0.454381,2.26601
221,1.262,0.866808,0.889487,1.7661440000000002,0.735054,1.02756,0.460395,1.547
222,1.145,0.762385,0.895701,0.311177,0.453569,0.470812,0.450023,0.962951
